story_num,story_version,abstract,variant_group
166,s166,"Unnatural father--Father puts enigmatic question to bishop, and tells daughter he has sanctioned marriage--countertasks-- Magic dresses--Heroine flight--Heroine demands deep pit to be dug; gets into this, and earth opens further to receive her. Wears animal's fell--Heroine disguise--Hunting prince finds heroine, and takes her to palace as gooseherd--Menial heroine-- Meeting-place (ball) --Threefold flight -- Ducats scattered to detain pursuers--Lost shoe--Shoe test--Heroine brings water to prince, who sees magic dress through slit in fell--Happy marriage.",B
167,s167,"Death-bed promise--Deceased wife's ring marriage test-- Unnatural father--Pate aid--countertasks--Magic dresses (furnished by devil)--Heroine stipulates to go unseen to bath assisted by Fate escapes to cave. Heroine disguise--Lives there for six years.--Steals food from hunting prince, spoiling remainder with salt. On the third occasion prince discovers her in hairy dress, and takes her to palace. She remains speechless--Meeting-place (wedding)--Threefold flight--Money scattered to detain pursuers--lovesick prince--Recognition food (ring, watch, and string of pearls given at weddings). Prince cuts off heroine's hairy disguise -[Happy marriage.]",B
174,s174,"Death-bed promise-- Deceased wife's resemblance marriage test -- Unnatural father--Old woman aid--countertasks--Magic dresses--Heroine disguise (mouse-skin dress) Heroine flight--Father deluded by splashing of ducks in bath--Hunting prince discovers heroine in hollow tree-- Menial heroine (goose girl)--Meeting-place (ball) --Token objects named--Threefold flight--Lovesick prince--Recognition food, contains ring given at third ball--Heroine discovered--Happy marriage--Heroine's daughter, like herself; has star on brow--Heroine visits father-- Old woman rewarded--Minister, who sanctioned marriage with daughter, beheaded.",B
185,s185,"Death-bed -promise (second wife must be more beautiful than deceased wife)--Unnatural father--Fairy godmother aid-- countertasks--Magic dresses--Gold-ass killed by father at heroine's request--Magic wand makes casket of jewels travel underground and appear at command--Heroine disguise-- Heroine flight--Menial heroine--Heroine discovered (through key-hole)--lovesick prince--Recognition food-- Ring marriage test--Happy marriage--Father forgiven--(Moral).",B
186,s186,"Death-bed promise--Deceased wife's ring marriage test--Unnatural father--Enchanter aid-- countertasks--Magic dresses (devil provides them in exchange for father's soul)--Heroine disguise (horse-skin)--Heroine flight--Father deluded by splashing of pigeons in bath, Smashes his head in his rage: devil fetches him--Prince takes disguised heroine to palace; grows fond of strange animal, who gives name ""Pilusedda"". She asks him for paste to make loaf; puts father's watch in loaf which gets taken to prince. Twice again she puts jewellery in loaves. Prince suspects; invites her to chapel-royal. Heroine breaks (1) walnut, (2) chestnut, (3) filbert, given by enchanter: fairies appear with clothes, jewels, and carriages--Meeting-place (chapel royal)--Threefold flight--Pursuers detained by (1) pearls from her hair, (2) gold and silver. Third time prince drives after her, catches her as she enters palace, and makes her explain--Happy marriage.",B
187,s187,"Death-bed promise--Deceased wife's ring marriage test--Unnatural father--Heroine demands fifteen days' respite; shuts herself up with sister and provisions in gilded wooden case, which is cast into sea. King of Portugal keeps Heroine's hiding-box-- Heroine discovered--Happy marriage--Father attends wedding; curses heroine; transforms her into lizard for a year, a month, and a day. Afterwards she may cry thrice at midnight at sister's window; if answered, she will regain human form, otherwise be lizard for ever. Heroine makes sister substituted bride--Sister sleeps, but king hears lizard's cry and wakes bride. Retransformation and restoration of heroine.",B
188,s188,"King and Queen have daughter with teeth of gold (heroine) and daughter with teeth of silver--Death-bed promise--Deceased wife's ring marriage test--Unnatural father--Pope aid-- countertasks--Magic dresses--Heroine and sister get into chest which Pope throws into sea--Sick prince finds Heroine's hiding- box--Heroine discovered--Happy marriage-- Father's curse transforms heroine to deer--Sister impersonates bride; says Madonna has changed her teeth from gold to silver--Prince hunts in forest, wounds deer, who runs to palace, binds up arm and dons usual clothes. Explanation follows.",B
190,s190,"Unnatural father--countertasks--Magic dresses--Heroine demands skin of gold-ass -Heroine flight- -Fairy [godmother] aid--Heroine disguise (ass-skin) --Menial heroine (shepherdess at castle)--Heroine discovered by king's son--Lovesick prince-- Recognition food, contains ring given by fairy--Ring marriage test--Happy marriage--Father attends wedding.",B
194,s194,"Dying queen has stars on brow, sun and moon on head--Unnatural father-- countertasks -- Heroine demands louse-skin dress, etc., and gold shoe--Old woman aid--Heroine flight-- Ferryman tries to drown heroine for refusing him--Rock opens to receive Magic dresses--Menial heroine (scullion)--Heroine eager to wait on mistress's secretary, who is her brother. He throws things at her--Meeting-place (church)--Brother attracted by heroine, who attends several times in state. Once she does not doff fine dress; throws everyday clothes over it--Brother sends for her to search his head--Heroine discovered--Heroine and brother go forth together.",B
195,s195,"Unnatural Father--Nurse aid--countertasks--Magic dresses--Heroine ties goat to string by which father thinks to hold her when out of sight--Heroine disguise--Heroine flight--Hunting prince finds heroine in forest; thinks her strange beast, and puts her in pig-sty--Meeting-place (ball)--Ring put on heroine's singer--Threefold flight--lovesick prince--Recognition food--Happy marriage.",B
197,s197,"Unnatural father--[countertasks]--Heroine to procure (1) gold dress, (2) silver dress, (3) crow's-beak gown; then father will release her--Dead mother help at grave --Magic dresses--Old man aid--Heroine disguise (crow's-beak gown) -Heroine flight, in carriage obtained by means of magic ball given by old man-- Menial heroine (swineherd at palace)-- -King's son throws at heroine (1) water, (2) towel, (3) boots--Table served by means of magic ball--Meeting-place (church)-- Token objects named-- Threefold flight --Pitch trap --Lost shoe- -Shoe test [marriage test]- - Happy marriage.",B
198,s198,"Unnatural father--countertasks--Magic dresses--Crow's-bill dress not worn as disguise--Heroine flight (in boat which travels by sea or land)--Heroine disguise (rags)--Menial heroine (swineherd at palace) --King hits heroine with (1) towel, (2) slippers--Meeting-place (fete) --Token objects named --King, remembering treatment of swineherd, hurries back. Heroine home first--Twofold flight--King sends for swineherd; tears off rags; asks her pardon; woos her for son--Happy marriage.",B
199,s199,"Unnatural father--Mother help at grave--Heroine flight-- Heroine asks leave to take bath before wedding; escapes; throws (1) brush, (2) comb, (3) looking-glass behind her as obstacles to pursuit. Father must each time go home to fetch sword to cut way through insurmountable wall; little bird obliges him to take sword back each time - -Heroine reaches king's stable-yard-- Heroine disguise (pigskin)--Menial heroine--Heroine carries (1) soap, (2) water, (3) shirt to king; he throws each at her-- Rank dresses kept at foot of oak-tree--Meeting-place (church)--King sends sister to question heroine--Token objects named--Threefold flight --Pitch traps--Lost hat, glove, and shoe [lost shoe]-- Hat, glove, and shoe marriage tests-- - On way to church heroine alights from carriage to doff pigskin and don splendid dress-- Happy marriage.",B
201,s201,"Deceased wife resemblance marriage test (golden cross on brow) -- Unnatural father--Heroine flight -- Faithful servant accompanies heroine, taking dresses and jewels.-- --Heroine disguise. Heroine stains hands and face; wears cap and ragged clothes--Menial heroine -- Token objects thrown --- Meeting-place (ball) -- Threefold flight--lovesick prince--Recognition food (ring given at third ball)--Happy marriage.",B
202,s202,"Death-bed promise--Deceased wife resemblance marriage test--Unnatural father -- countertasks-- Magic dresses- Mother help in dream--Heroine disguise (mouse-skin dress). Veil from mother renders her invisible--Heroine flight--Dresses hidden under stone; fish to guard them--Menial heroine (kitchenmaid), called ""Mouse-skin""--Meeting-place (ball)--Threefold flight-- Lovesick prince--Recognition food (contains ring given at third ball)--Prince suspects kitchen-maid, makes hole in wall of bath house to spy -- Heroine discovered--Happy marriage--Cook rewarded for kindness to heroine--Penitent father, to whom dead wife has appeared in dream, rejoices to find lost daughter.",B
205,s205,Unnatural brother--Sister promises compliance if brother cannot find maiden lovely as herself to be his bride. After seven years' vain search he returns to claim her--countertasks--Magic dresses--carriage which travels alone and unseen--Heroine flight (underground in magic carriage)--Spittle speaks in voice of heroine's maid--Brother breaks into her empty room.,B
207,s207,"Unnatural father--Virgin aid-countertasks-Magic dresses--Heroine disguise (mouse-skin cloak)--Heroine flight (in mist)--Menial heroine (scullion at palace)--Token objects--meeting-place (church)--[Twofold flight]--Cook sets heroine to make cakes for king; spies through chink, and sees her doff disguise; reports to king--Happy marriage.",B
221,s221,"Loving like salt--Heroine in disfavour--Feast--Value of salt.",C
229,s229,"Ill-treated heroine (by step-mother)--Heroine drops basket into dust-hole; asks hideous wild man to recover it; he bids her descend for it; she meets three fairies; is taken to their house; does their hair; pleases them; is given choice of dresses; takes the worst and gets the best; leaves by chief door, and gets star on brow--Step-sister offends fairies; is sent away empty-handed by back door; gets ass-tail on brow--Menial heroine (swineherd)--Grand gentleman sees heroine; wants to marry her; is to return for her at night--Step-mother puts heroine in cask; presents own daughter--Next day gentleman would return False bride-- Step-mother away--Animal witness (cat)--Heroine released from cask; step-sister put in--Happy marriage--Villain Nemesis. Step-mother boils own daughter; drowns herself.",Da
234,s234,"Rich Italian merchant retires to farm residence. Neighbouring squire, coveting merchant's lands, pretends to desire marriage between his son and merchant's youngest daughter, Pernette-- Ill-treated heroine (by mother and jealous sisters)--Task, to pick up grain by grain with the tongue a bushel of scattered barley--Merchant, seeing proposed marriage displeases wife, makes heroine wear ass-skin, in order to disgust lover. [Heroine disguise (ass-skin)]--Faithful lover. Mother will agree to marriage if task is performed--Task-performing ants [task-performing animal]--Happy marriage.",Da
251,s251,"Ill-treated heroine (by mother dresses and jewels from father--(Heroine flight). She leaves home because parents dispute about her--Heroine disguise (as peasant)--Menial heroine (goose and turkey herd)--Heroine dons fine dresses whilst pasturing flock; geese and turkeys sing in admiration. Prince spies-- Heroine discovered--Prince sees engraved on her necklet names of her father the King of Castille, and of her lover, his friend-- He sets out to find friend, who cannot wed heroine; obtains Consent to woo her; returns and finds her ill and neglected in her hut. His mother only convinced she is princess at sight of jewels--Happy marriage.",Da
252,s252,"Elder sisters about to enter king's service, refuse to soil their hands. Heroine shears ram, and gets wool; milks cow, and gets milk; washes old man, who gives magic stick to open treasure- rock--Menial heroine (cinder-sifter at palace)--Hearth abode-- Magic dresses--Meeting-place (church)--Threefold flight--Skin dress (thrown (over magic dress) torn by prince whilst heroine searches his head. Fourth Sunday heroine fetches utensils from treasure-rock to prepare dinner (Task)--Her superiority acknowledged--Happy marriage.",Da
253,s253,"Ill-treated heroine (by elder sisters)--Heroine called ""Cinderella"". Elder sisters have washed their hands for six weeks to make clothes for king; they refuse to (1) milk cow, (2) shear sheep, (3) remove burning loaves, (4) help old man--Heroine milks cow, and replaces pail on horns; shears sheep, and gets wool; takes loaves out of oven, and piles them up; helps old man out of ditch, and receives magic stick to open treasure-stone-- Menial heroine (sifts cinders at palace)--Sisters object to her eating with them; abuse her--Magic dresses--Meeting-place (church)-- Threefold flight --Trap (not explained)--King's son stops heroine's carriage; gets in beside her--Happy marriage.",Da
254,s254,"Parents leave heroine Magic dress and testament, which she keeps in fir-tree--Menial heroine--Meeting-place (dancing green)--Heroine has promised not to dance. Mistress's son falls in love with her-[Threefold flight]--Little man at fir-tree gives testament as dowry to heroine. It proclaims her rich heiress-- Happy marriage.",Da
257,s257,"Ill-treated heroine (by parents) --Heroine flight--Rank dresses hidden by heroine in rock hole--Heroine disguise (as peasant) --Menial heroine (poultry-girl) - Meeting-place (ball)-- Threefold flight--Money thrown to guards--Recognition food (containing ring given at third ball)-.--Happy marriage.",Da
268,s268,"Gifts chosen from dying father; heroine gets magic sword, and sets out to seek a husband--Menial heroine (takes service opposite palace)--Heroine falls in love with young Count-- Menial heroine (kitchen-maid at palace)--Hearth abode--Magic dresses, obtained by means of sword--Meeting-place (ball)-- Heroine struck with (1) shovel, (2) tongs. Token objects named--Threefold flight--Lovesick prince--Recognition food, contains ring slipt on heroine's finger at third ball--Happy marriage.",Db
270,s270,"Heroine dislikes suitor proposed by father-countertasks--Magic dresses--Heroine flight in carriage which travels at command--Dresses hidden in hollow oak--Heroine disguise (mouse- skin dress) -- Menial heroine (kitchen-maid) --Meeting-place (ball)--Threefold flight--Heroine escapes through hack door to oak. At third ball, when guards surround castle, she is seen entering garret--Heroine discovered--Happy marriage.",Db
277,s277,"Dying mother puts wooden bowl on daughter's head to hide her extreme beauty. Bids her never take it off. Heroine disguise--Menial Heroine--Master's son peeps beneath bowl; falls in love with heroine. She will not marry him. Mother-help in dream--Heroine now consents to marriage; but bowl cannot be removed--Happy marriage--At wedding-feast howl bursts and falls to the ground. The pieces are transformed to precious stones and rare jewels.",D
279,s279,"No one will be godmother to heroine, whose parents have eleven sons and are poor. Old woman appears to father; stands godmother; fetches child away in year-and-half, brings her up in house in forest. When heroine is fifteen, old woman leaves her for three days. Forbidden chamber entered; heroine drops thimble in cask of human blood; cannot remove stain. She must leave old woman, who gives her wishing-box. HuntingPrince takes heroine to palace-- Menial heroine--Magic dresses--Meeting-place (ball)--Threefold flight--Lovesick prince-- Heroine quest--Recognition food.-- Happy marriage.",D
287,s287,"Heroine's share of food always gets lost; father exposes her in forest because god-forsaken and luckless--Hill-man aid--Menial heroine (at palace) --Prince strikes her with clogs--Magic dresses, and brass, silver, gold, goats to ride, from hill man--meeting-place (church); (three gatherings for prince to choose bride)-- Threefold flight--Second meeting-place (ball) --Heroine wears rags over magic dress; dances with prince--Happy marriage-- Heroine sees her past life in magic mirror; pretends her laughter is because king's castle stands on brazen pillars, while her father's stands on pillars of gold. Prince would see it. Hill-man shows heroine where to find such a castle, which is to be her dowry.",D
294,s294,"Princess walled up in high tower with chambermaid and provisions for seven years, that she shall not marry prince. Mean while father defeated and driven from kingdom; country laid waste--Escape of heroine and maid from tower--Menial heroine (kitchenmaid at lover's palace)--Prince about to be married. Bride, ashamed of her ugliness, makes heroine go to church in her stead; cannot presently repeat to bridegroom things said on way to church, nor show necklace given as pledge. Is made to confess, and sent to fetch heroine; gives order for her to be beheaded instead. Prince rescues heroine, recognising her by means of necklace--Happy marriage--Villain Nemesis.",D
295,s295,"Merchant, called away on business, walls up his three daughters in house with plentiful provisions against his return. Servant to take orders from window--Gifts chosen by daughters. The branch of dates in silver vase promised to heroine, forgotten by father, whose boat is tempest-tossed and cannot proceed till he gets it. Meanwhile eldest sister drops thimble into well; heroine is let down to recover it. Finds her way to magic garden; gathers flowers and fruits; bids sisters draw her up again. Garden belongs to prince of Portugal, who blames gardener for havoc done. Heroine importunes sisters to let her down next day; returns with more spoil. But prince has caught sight of her. He lies in ambush next day; she hears him move, is alarmed and has only just time to leap through hole into well-- Lovesick prince--Proclamation that .parents of all ranks must bring their daughters to three days' festival on pain of death-- Heroine will not go with sisters; bids merchant say he has only two daughters. Left alone, heroine prays to ""Fair date""--Fairies appear, dress her in Magic dresses and send her to palace-- Meeting-place (ball)--Prince recognises her but can get no information from her -- Twofold flight--Pursuers detained with (1) pearls and jewels which heroine shakes from her hair, (2) bags of money which bruise their faces--At third ball king detains heroine and insists she shall marry his son. Merchant is pardoned for disobeying mandate--Happy marriage.",D
296,s296,"Heroine disguise (tree-trunk)--Menial heroine (tends poultry)--Hearth abode--Magic dresses (obtained from three enchanted balls of thread)--Meeting-place (ball)--Heroine robs prince of three diamonds; their loss makes him ill. (Lovesick prince)-- Recognition food.",D
297,s297,"King, following hunted stag into magic garden, is entrapped by dragon; must promise a daughter in his stead. Youngest daughter consents to marry dragon in order to liberate father. Heroine enters forbidden chamber; finds prince in a deep pit, rescues him, making him promise to bring gold chest to dragon's palace, that she may escape in it. Prince's mother gives him kiss of oblivion; but goldsmith has made chest and tries to dispose of it. Heroine buys it, bidding goldsmith fetch it in two months' time and take it to prince. Heroine's hiding-box. Heroine eats prince's fund--Surprise rencontre--Prince goes to war; his aunt borrows chest; heroine, hearing it is to be thrown on the fire, gets out, and turns into bird--Prince returns, finds chest empty--Lovesick prince--Bird flies in at window; is retransformed--Happy marriage--Villain Nemesis. Aunt and her daughter, who wanted to wed prince, are beheaded.",D
298,s298,"Ill-treated heroine (by step-mother). She is imprisoned and starved; after three days step-mother sends her jug of water containing young snake, which heroine swallows unawares. It grows inside her--Outcast heroine-- Father gives her twelve costly dresses, all of which she must wear under wooden cloak-- Heroine disguise--Menial heroine (goose-herd at palace)-- Reapers see her take off disguise and dresses to bathe; report to prince, who watches from behind hush. Sees her fall asleep after bathing and huge snake crawl out of her mouth. Throws his ring at it; drives it away. Heroine picks up ring on waking. Is met presently by prince and asked about ring on finger. She would restore it to him but he begs her to keep it arid become his wife. They are married secretly without king's consent. Heroine still wears disguise--Meeting-place (church) -- Twofold flight--Watch set at church doors on third day by prince's father, who would discover who unknown beauty is. Prince presents her to him as the goose-girl, his wooden bride--Happy marriage (celebrated)--Heroine's father invited--Villain Nemesis (step mother).",D
300,s300,"Two girls go as king's servants. First meets (1) ram, and will not shear it, (2) cow, and will not milk it, (3) old man, and will not comb him, (4) well, and will not cleanse it, because she has washed hands and feet for three days. Talking-bird at palace foretells her doom. She disobeys, and enters guarded room full of hones and blood, second room full of pain and woe. In third room is set Task, to prepare dinner from eight grains, three peas, and eight grains of salt. Begrudges salt to white-haired old man; he eats it all. She cannot make dinner is slain in room of bones and blood. Heroine milks cow, shears ram, combs old man's hair, cleanses well, and reaches palace. Talking-bird prophesies happiness. Heroine finds gold and silver in first room. Is set same task; gives salt to old man; prepares excellent dinner; is installed in gold-and-silver room.",D
305,s305,"King, being urged to marry against his will, at length promises to take as his queen any girl who, at distance of hundred paces, can knock crown off his head with an apple--Marriage test-- Heroine appears veiled and flower-bedecked; knocks off crown with diamond apple, then vanishes. This happens thrice. Third time king picks up diamond apple, and sees heroine's face in it. Heroine quest--lovesick king--King, benighted in mountains, seeks shelter in old woman's hut. During night overhears soft voice amid old woman's scoldings inquires next morning; hears of good-for-nothing step-daughter, who wastes bread on pet owl that gave her three diamond apples. Recognition of heroine-- Happy marriage.",D
306,s306,"Heroine, orphaned and homeless, wanders in forest weeping-- Green huntsman aid--I takes her to magic oak containing treasure for her use. He will return in seven years, and she must be able to remember his name, ""Cistl im K_rbl""--Meflial heroine (poultry-girl)--Magic dresses from oak--Meeting-place (church)--Threefold flight--Pursuers detained with scattered silver and gold--Lovesick count--Recognition food contains ring given at third meeting--Happy marriage--Seven years have well-nigh passed; heroine cannot remember name. It is recalled to her at sight of gardener putting flat head-basket (cistl) in large basket (k_rbl)--She meets green huntsman; greets him by name; is told to keep it secret.",D
307,s307,"Mendicant has wife and six daughters. Boiling rice poured into his hand raises blister on thumb. Wife opens blister, and heroine comes forth. Six girls and heroine shut up whilst mother makes rice-cakes; they make excuse to he released in turn, and cat all the cakes. Mother makes cakes of ashes for self and husband. Father pretends to take seven girls to visit uncle, and abandons them in forest whilst they sleep. Heroine only sleeps whilst sucking father's thumb. He cuts it off, and leaves it in her mouth. Girls suppose she has eaten father, and call her BŠpkhŠdi. They reach house with seven vacant rooms; each takes one; heroine's room the best, containing Magic dresses and gold shoes; has stable attached-- Meeting-place (church)--Flight, fold manifold-- Lost shoe King's son pines for owner of shoe; hides in father's stable; watches maidservants eat grain and throw husks to horses calls out to them. They reveal prince's hiding-place. King visits him, cheers him, and institutes search for owner of shoe-- Shoe marriage test -- Happy marriage-- Sisters become heroine's waiting-maids. Prince goes on voyage. Heroine bears soil. Sisters blindfold her, bury child alive under tree, and put stone in its place. Shower of gold on prince's ship betokens birth of son. Prince hurries home; sisters show him stone-- Prince takes second voyage. Heroine bears son; sisters bury child alive under tree, substituting cocoa-nut broom-- Shower of gold on prince's ship. Sisters show him broom-- Third voyage of prince-- Heroine bears daughter, whom sisters bury alive in church, substituting another kind of broom-- Shower of silver on prince's ship. Sisters show him broom, and calumniate heroine-- Heroine stripped and thrown into dungeon. Prince marries six sisters-- Heroine's children come begging; say words which mystify prince; refuse to take alms from six wives; bid prince call seventh wife. Three streams of milk from heroine's breast penetrate seven curtains and run into children's mouths-- Heroine restored to favour-- Villain Nemesis. Six sisters despoiled and driven forth on donkeys.",A
308,s308,"Heroine asks father to marry her schoolmistress, who has prompted her to do so. Iron shoes must wear out first. Heroine pours water on them. Father marries schoolmistress-- Ill-treated heroine (by stepmother). Father urged to take heroine far from home and desert her. Heroine devoured by wild beasts.",A
309,s309,"Water-nymph promises to stand godmother to countess's child. Daughter born; all wait in church for water-nymph, who at length appears and gives child little basket with three eggs-- Countess dies; father marries again-- Ill-treated heroine (she is neglected by stepmother)-- Heroine plays by the lake; water- nymph amuses her-- Father's castle burnt down; he is reduced to poverty-- Godmother aid-- Menial heroine (scullion at castle)-- Heroine disguise (peasant's dress)-- Magic dresses (from two of the wishing-eggs)-- Meeting-place (ball) -- Twofold flight-- lovesick young master--Recognition food contains ring given at ball-- Happy marriage-- Mother-in-law throws heroine's two daughters in lake, and accuses her of murder. Heroine shut up in red-hot oven. Third wishing-egg causes water-nymph to appear and cool fires. Heroine fetches her children from lake, where godmother has succoured them; father acknowledges them, and begs forgiveness of wife-- Villain Nemesis.",A
311,s311,"Unnatural father--Dead mother help--countertasks--Magic dresses-- Heroine disguise (rat-skin)--Heroine asks leave to go to bath. Mother appears, and whirls her away in a hurricane to stone cross, wherein heroine hides bundle of dresses. [Heroine flight]--Enraged father shoots himself--King finds heroine, as rat; takes her to palace--King's son throws (1) boots, (2) knife, (3) towel at heroine--Meeting-place (church)--Token objects named--Threefold flight--Pitch-trap Lost shoe--Shoe marriage test--Happy marriage.",B
312,s312,"Outcast heroine (through jealousy of elder sisters)--General spares heroine's life; deludes king with clothes soaked in blood of dog--Son of wild king of the woods finds heroine; takes her to his father, who treats her as a daughter--Bird belonging to neighbouring king warns her that wild king will devour her; next day she retorts that she will marry bird's master. Bird annoyed at this; its master watches, unseen, for heroine, and falls in love--Happy marriage--Heroine's father attends wed ding; tells of ill-treatment by elder daughters.",C
313,s313,"King makes three daughters relate their dreams; youngest has dreamt that she will marry an emperor---Outcast heroine--Faithful servant spares heroine's life, leaves her in the wood, and deludes king with sheep's blood and one of heroine's-fingers-- Heroine sees distant light; comes to house of ogre; ogress admits her, hides her from husband, and afterwards presents her to him as own child--Heroine enters forbidden chamber and goes out on balcony. Emperor's parrot warns her that ogre will devour her; next day she retorts that she will marry bird's master. Bird, annoyed, tells master, who lies in wait to slay heroine. Emperor falls in love with her--Happy marriage--Heroine's father attends wedding ; craves forgiveness.",C
314,s314,"King Lear judgment--Loving like salt--Outcast heroine--Heroine protected by another king, who gives banquet, and invites her father--Value of salt.",C
315,s315,"King Lear judgment--Loving like salt and water--Outcast heroine--Executioners, directed by elder sisters, spare heroine's life, leave her in a cave, and delude king with dog's tongue and rent garment--Magician finds heroine; takes her to his borne opposite royal palace -- King's son would marry heroine. Magician bids her kill him day before wedding; put a quarter of him in each of four rooms, and sprinkle his blood in all rooms and on stairs. Flesh and blood become gold and jewels--Happy marriage--Value of salt and water.",C
316,s316,"Merchant, leaving home with son, confides daughter to care of holy father. He afterwards calumniates her to father, who sends brother to slay her in wood. Brother spares her, and deludes father with dog's blood, which he drinks. Heroine taken care of by another holy father--Turkey-cock tells her that holy father will eat her; next day she replies that she is to be holy father's heir. At her wedding she is to give crown, apple, and ribbon to brother, an apple to father, and nothing to wicked holy father. She must throw her protector into heated furnace, from which she will then take baskets of crowns, apples, and ribbons--Happy marriage--Explanation--Villain Nemesis (wicked holy father is burnt).",C
317,s317,"One of three daughters of King of France dreams she will become queen, and father will pay her homage--Outcast heroine--Heroine sent to be slain in wood; her life is spared--Magician befriends her--Parrot on king's balcony says magician will eat her. Magician bids her reply that she is treated as his daughter. [The rest proceeds as in type-story, see No. 315.]",C
318,s318,[Story differs very slightly from the above. No. 317.] Parrot warns girl that dragon will eat her; dragon makes her reply that she will marry king's son--Happy marriage--Value of salt.,C
319,s319,"Boy and girl serve troll underground-- Ill-treated hero--Helpful animal (ox)-- Ear cornucopia-- Girl, sent to spy, is lulled to sleep by a huldre. Troll then puts magpie eyes in her neck, which remain awake-- Slaying of helpful animal and hero proposed-- Hero flight [heroine flight] on bull, through copper, silver, and gold forests-- Princess as prize-- Hero rides up steep mountain on ox; may not have princess till he has thrice discovered her hiding- place (1) in ear of ox, (2) in a pin amongst several, (3) in one of many loaves-- Happy marriage.",E
320,s320,"Ill-treated hero (by stepmother and stepsister)--Menial hero (herds cattle)-- Helpful animal (ewe) gives milk-- Stepsister, sent to spy, is twice put to sleep by hairdressing third time, magpie eye in her neck sees hero suck grey ewe-- Slaying of helpful animal-- Attempt to starve hero-- Helpful animal (ox)-- Step sister sent to spy magpie eve sees hero suck ear of ox-- Slaying of helpful animal Pro; hero strikes stepmother instead of ox; is driven from home by father-- Hero flight [heroine flight] on ox through brass, silver, and gold forests; he disobeys injunction and takes (1) brass, (2) silver, (3) gold ladles and stirring-rods, causing to appear (1) two-headed, (2) four-headed, (3) six-headed giants, whom ox fights and kills. Ox nearly vanquished, because hero called him by name-- They reach castle, where is a wedding-- Hero chops off ox's head, transforming ox to prince-- Menial hero and prince (in castle kitchen)-- Hero uses brass, silver, and gold ladles and stirring-rods, causing dishes to shine with corresponding lustre-- King, seeing hero's ladles and stirring-rods, would prefer him as son-in-law. Hero conducts king to brass, silver, and gold forests-- Happy marriage.",E
321,s321,"Three sons sent in turn to watch wheat-field at night; two elder fall asleep, and wheat is stolen; youngest son catches bird, and no wheat is missing. Elder sons take bird from hero, and show it to father, who sells it to king. Bird locked in cell, key of which queen keeps. Prince steals key and liberates bird, who is really brass-man. Prince convicted of theft of key; sewn up in pigskin, and turned out-- Hero disguise (pigskin)-- Brass-man aid-- Menial hero (cook's assistant at palace)-- War breaks out, three successive years; hero, thrice equipped by brass man, slays the enemy with magic sword; returns, and dons pig skin, and plays with (1) silver apple, (2) gold apple, (3) ""sun"" apple, which he gives to princess, who craves them. Hero is wounded in third war; king binds his arm with his own handkerchief; and gives him ring-- Recognition-- Happy marriage.",E
322,s322,"Despised youngest son nicknamed Popeljuh-- Hearth abode-- Sea-horses spoil king's fields; hero catches three of them, and keeps them hidden-- Princess as prize to any rider who can jump as high as second storey of castle-- Hero reaches second storey; receives ring and handkerchief; kisses princess; escapes home, and sits in ashes-- Wedding of princess celebrated after a year's time-- Happy marriage-- Hero again escapes-- War against king-- Hero secures his victory; is reunited to bride.",E
323,s323,"Ill-treated hero (by stepfather)-- Helpful animal (bull-calf)-- Old man aid-- Hero flight [heroine flight] on helpful animal-- Bull fights and kills various wild beasts; is killed by dragon-- Hero skins bull, inflates its biggest gut, which will kill everything he hits with it-- Princess staked down as prey for dragon-- Hero kills dragon with bull's gut, and cuts out its tongue; takes leave of princess, who ties diamond ring into his hair-- King surprised to find princess living; releases her; proclaims that her deliverer shall wed her and succeed to kingdom-- Trophy marriage test-- Impostors cut off first fingers, and show tongues of various wild beasts-- Hero, poorly clad, is turned away; after a time comes again, better dressed-- Recognition by means of diamond ring and dragon's tongue-- Happy marriage.",E
324,s324,"Hero conducted by bees to castle of rose-girl, guarded by dragon-- Menial hero (gooseherd at castle)- mantles and horses, procured by means of wishing-bell-- Meeting-place (ball)--[Threefold flight]-- Recognition of hero by means of pitch which rose-girl puts on his hair-- Escape from dragon . . .-- Happy marriage.",E
325,s325,"Ill-treated hero (by elder brothers); nicknamed Aschenputtel-- Hearth abode-- Death of king; general assembly in royal meadow for the Lord to crown successor. Hero hidden to stay at home; goes secretly to meadow, and hides in pig-sty. Crown hovers in the air, settles on pig-sty. Aschenputtel proclaimed king.",E
326,s326,"Dying father bequeaths three magic whips to youngest son, nicknamed PIecuch-- Hearth abode-- Hero thrice victorious at contests for hand of princess-- Happy marriage.",E
327,s327,"Hero is ""black as a sweep""-- Hearth abode-- Hero scales glass mountain to win princess-- Happy marriage.",E
328,s328,"Dying father bids three sons watch by turns for three nights on his tomb-- Elder brothers send hero each night-- -Help at grave of dead father; hero receives three talismans-- Hearth abode-- Magic dress and steed-- Hero rides mid-air round princess's castle-- Search for champion-- Happy marriage.",E
329,s329,"Princess in glass mountain; whosoever can reach her may wed her. Man, called ""King of the Mice"", gains mountain. Hero, despised younger son of peasant, slays King of the Mice, dons his garb-- Hero disguise (mouse-skins)-- reaches prin cess-- Happy marriage-- Hero slays king's enemies; becomes king.",E
